""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 029"," Hour 036"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"EIF4ENIF1",8.944106331,9.036164673,9.135934896,8.933838717,9.072161912,9.011506731,8.913450634,8.758287915,8.537100506,8.756835363,8.57363984,8.709293089,8.604019174,8.649771378,8.604769701
"MASP1",4.415798681,4.416151863,4.38598726,4.483147923,4.384306166,4.413478127,4.425689768,4.288356887,4.409770008,4.350490726,4.421871103,4.477251187,4.522920281,4.272307319,4.569973081
"RELN",4.881525356,4.74410653,4.665725795,4.722209084,4.458310774,4.632822112,4.45385347,4.605924932,4.558812425,4.705429041,4.602002521,4.675029952,4.749664522,4.445492569,4.923115841
"KLK7",5.528612205,5.744084956,5.34881866,5.540224656,5.216191786,5.544540932,5.468795669,5.32471928,5.629543164,5.398409563,5.359373203,5.391544447,5.621778091,5.422289104,5.602615256
"TMPRSS15",4.289871338,4.059339504,4.089359734,4.169025232,3.988832811,4.003223162,4.028211705,4.024048469,4.254202293,4.056419343,4.098666592,4.229732006,4.159800782,3.936980929,4.091836398
"DNAJC12",3.833366238,3.976325264,3.94610463,4.086467657,3.994454895,4.022796883,4.175983747,4.085297617,4.097349576,4.201056742,4.061947747,4.282863357,4.252272481,4.071043432,4.082455915
"PRSS8",4.68461417,4.826895297,4.731645087,4.53159904,4.638367613,4.455204659,4.565950736,4.633052612,4.640298681,4.61777096,4.579018519,4.771250945,4.917871709,4.446987029,4.702822186
"KLK6",5.260219413,5.451697563,5.353067441,5.366460958,5.011125665,5.55138424,5.38944215,5.215989164,5.478221627,5.26595698,5.226125823,5.381775405,5.17088974,5.185132687,5.589018945
"MMP26",4.149292871,4.302750568,4.269877084,4.583050619,4.185172026,4.673706387,4.529534801,4.454901449,4.514261377,4.352952861,4.268285158,4.61594935,4.675631111,4.192860155,4.695343953
"CHST7",7.943824653,7.909503635,8.046152322,7.713516486,8.048976261,7.929057822,7.970336514,7.989398628,7.980817715,8.58623949,8.323494908,8.312044035,8.132668374,8.144050637,8.087781898
"HTRA1",5.944294631,5.764061296,5.752416704,5.831361024,5.802232948,5.997595337,5.89658785,5.769493405,5.895999999,5.656299133,5.710055092,5.812501186,6.010851418,5.609901064,5.993450804
"KLK10",4.76868957,4.515240645,4.488837601,4.688444703,4.431660328,4.484427135,4.631069077,4.488401606,4.66024243,4.555927709,4.597333719,4.703099989,4.82150976,4.580117475,4.818927107
"PRTN3",4.204929638,4.24177563,4.309451361,4.314666067,4.418328189,4.193318758,4.363857253,4.034183383,4.262500412,4.299494313,4.019874203,4.187959613,4.59977006,3.760509728,4.219935879
"CYP26B1",5.094189216,5.095464596,5.083464763,4.899371139,5.381165973,5.008515576,5.167424894,5.29379282,5.437033574,5.082187914,5.158712457,5.02895531,5.234841038,4.835970934,5.124072297
"ERO1B",5.221053946,5.193816995,5.082396761,4.713963728,5.328278411,5.341860433,5.040884345,5.9489119,5.730295435,5.324246096,5.587974085,4.608677411,5.350607015,5.528589179,5.125186338
"SLC2A9",6.551839597,6.387677401,6.749270992,6.554885652,6.713433162,6.693959898,6.875110127,6.868712166,6.671891913,7.02050193,6.771325252,6.991166354,7.072466399,7.243388037,6.81180932
"PSAP",13.42224414,13.54399664,13.47849737,13.40599807,13.42112136,13.46128194,13.42221658,13.40304639,13.28287996,13.47281805,13.54336294,13.68935403,13.28019473,13.47182331,13.41966119
"DIABLO",8.840835283,8.884056922,8.93470799,8.88574519,8.990148704,8.858339198,9.100758184,9.119710195,8.983320019,9.150987219,9.120166592,8.944887575,9.082292298,9.344993722,9.010323518
"INPP5E",7.768644837,7.28723207,7.2347477,7.568983206,7.50765115,7.653952624,7.446425818,7.146846743,6.958578,7.195282683,7.166077397,7.064128117,7.022251647,7.027767016,7.312168005
"PSD",5.409005284,5.272579446,5.405895618,5.346636071,5.284852163,5.260861339,5.110543422,5.123864852,5.436953795,5.226779014,5.386009684,5.119089751,5.585602662,5.111671348,5.5728464
"PSEN1",9.569251456,9.456528783,9.725874907,9.369412628,9.591675173,9.766484973,9.83380258,10.15837112,10.1464948,9.994444262,10.04465459,9.88937246,9.241609121,9.853325704,9.654578033
"BCCIP",6.57233305,7.028751225,6.838854229,6.957888237,7.012683511,7.032379645,6.864469771,7.192140924,7.11393241,7.247113899,6.720312831,6.897854666,6.89261525,7.119334004,7.233967822
"EIF5A2",3.670984189,3.852857618,3.559186311,3.790489954,3.867997972,3.730661715,3.997727061,4.012200632,3.676538823,3.843494438,3.769448073,3.917977306,3.934520477,3.972962232,3.835194126
"TMPRSS4",5.807153837,5.960343544,5.729142128,5.831604114,5.851065646,5.87223578,5.628157965,5.641091958,5.887384499,5.696416161,5.80509019,5.993921221,5.998056116,5.814156195,6.205507071
"PSEN2",6.040073335,6.166548334,6.040792203,6.150267854,6.216015966,6.09113532,6.138467211,6.2384118,6.273322966,6.400559179,6.390253383,6.478706391,6.295304435,6.054824922,5.922869665
"CLDND1",7.59345637,7.775033712,7.627704099,7.610698485,7.691767912,8.064995038,7.710517756,7.690444384,7.365969672,7.470965403,7.59444543,7.145913666,7.015241273,8.238467984,7.438013535
"TWNK",6.867452137,6.858572475,6.882354737,6.841120906,6.754366243,6.667677084,6.832750302,6.413193206,6.389792041,6.464012077,6.203047567,6.76573922,6.668235875,6.371838293,6.567535065
"NPDC1",8.001508582,8.094972023,8.182665499,8.542274324,7.929957074,8.109249505,7.945579756,7.69936963,7.701332911,7.883412028,7.64259835,8.166616343,8.095805229,7.787900836,7.943700356
"KCNK13",4.179622873,4.262983478,4.308652171,4.118050951,4.265839386,4.445462198,4.433374997,4.341621634,4.083701066,4.175579143,4.457179627,4.46129524,4.133894354,4.394702029,4.239555666
"KCNK12",4.379558787,4.945498317,4.749321366,4.726471927,4.627643992,4.729110162,4.509389082,4.363238915,4.752001762,4.320476219,4.504881463,4.768774762,4.726636042,4.534402008,4.643580291
"MUC13",4.955668857,5.143604445,4.800093397,4.81415099,4.817666893,4.835868526,4.816831975,4.920697117,4.876228696,4.72091316,4.857054706,4.881415106,5.107265604,4.706481212,5.022594571
"AKIP1",4.999867437,4.983129494,5.109105801,5.259003313,5.192526591,4.986848654,5.256220997,5.648645719,5.24607448,5.943034725,5.678580838,5.224127856,5.269690863,5.845916928,5.341031946
"ASCL3",5.438599865,5.183759295,5.360062492,5.405617616,5.151542404,5.412045016,5.267867456,5.168850559,5.260097748,5.17959306,5.390616659,5.183384042,5.413724285,5.085066489,5.742489481
"SAR1A",8.21372154,8.317071372,8.31193111,8.225189533,8.236089718,8.329389204,8.386352392,8.483098635,8.633714138,8.525861293,8.548644574,8.195863275,7.468714407,8.479343055,7.951566563
"CFAP298",8.004466419,7.936590504,8.169076227,8.200563833,8.121090146,8.142609385,8.071961574,8.202855936,8.059343211,8.227799587,8.261469697,8.068684464,8.245649574,8.428042936,7.995194203
"PSG1",3.693797022,3.444699724,3.543664403,3.708112873,3.342253693,3.480449999,3.54684197,3.616262638,3.538284807,3.689782596,3.556774818,3.557601278,3.599975479,3.534432411,3.519523466
"AZU1",6.609930688,6.285190123,5.720253923,5.528307251,6.569658425,6.307363852,6.980254689,5.914001024,5.647697032,5.141546673,5.299071323,5.451504189,6.00519842,5.848553579,5.899162105
"PSG2",4.229271123,4.070814547,3.913774627,4.328832852,4.142317614,4.114572358,4.126580069,4.356893476,4.668579744,4.253642172,4.215223249,4.300244437,5.097321578,4.195926199,4.697284968
"PSG3",4.226606518,4.418209807,4.194514884,4.161783419,4.311193713,4.310899696,4.188289582,4.148621296,4.485739683,4.352653273,4.244830681,4.255312446,4.33547831,4.225166021,4.406117293
"RETN",6.952125655,6.970039681,6.753205804,6.671369535,6.949460699,6.730864811,6.991082463,7.451272618,7.166151688,7.749627283,7.535873094,7.372726347,7.247030307,7.668651726,6.658604723
"PSG4",5.772630363,5.712589002,5.477110322,5.643373048,5.586233306,5.607794998,5.473204614,5.548680934,5.685583491,5.467814177,5.566937392,5.902222296,6.0365639,5.394532096,5.93223969
"SLC2A4RG",8.700499938,8.722088728,8.463570439,8.847266021,8.800189458,8.723680571,8.869979057,8.369976054,8.334429703,8.271607346,8.166728018,8.247459267,8.306589594,8.39133546,8.33360995
"PSG5",5.341126075,4.720648929,4.908916998,5.076834514,5.045510398,4.931703855,5.065078363,4.897199547,5.324955854,5.014076259,5.111086136,5.409661851,5.519838394,4.939095575,5.695562587
"PSG6",3.556200367,3.599646963,3.357392154,3.700130593,3.568231049,3.923738024,3.831610528,3.5728783,3.94311059,3.904144203,3.884302213,3.648649585,3.648440741,3.655110427,3.872031865
"PSG9",5.347387008,5.403714788,5.143228614,5.197484055,5.405347181,5.474750338,5.363291107,5.357367832,5.428879271,5.434162055,5.355650881,5.530168033,5.7539571,5.217551846,5.851896253
"B2M",13.32586824,13.25780454,13.31142303,13.35439384,13.21125031,13.57485611,13.3844175,13.65040366,13.84323421,13.65389783,13.90890371,13.70317234,13.3988523,14.27292783,13.71090715
"PSG11",4.089098152,3.752648504,3.870305526,3.665190447,3.915963849,3.69450787,3.512321518,3.684003758,3.990838141,3.86872637,3.865774948,3.794845704,3.777748304,3.708176059,3.950198608
"PSKH1",8.339916047,8.312859379,8.249375623,8.243894858,8.478411369,8.385922024,8.588258306,8.263768394,8.081361607,8.348666408,8.126412286,8.306959462,8.387753768,8.193429886,8.30524049
"ZC3HAV1",9.577272646,9.388019032,9.402736375,9.375138896,9.500076309,9.446978908,9.44750723,9.93018407,10.36558474,10.15935377,10.13269399,10.10463506,9.911224542,9.500048281,9.471676596
"PSMA1",10.55587083,10.58264299,10.74460676,10.68361063,10.66937054,10.70187573,10.78779863,10.87805633,10.79803108,10.94724211,10.91114354,10.7333475,10.57135712,11.06211761,10.58475836
"PSMA2",6.212261209,5.959015679,6.286056527,6.264623814,6.667137191,6.344593924,6.5503262,7.092590062,7.4696273,6.960633366,7.10826848,6.7033083,6.843113873,8.186204093,6.746330232
"SPHK2",6.952747331,6.967778267,6.82357847,6.907116802,6.940158461,6.869645743,6.901621004,6.87811064,6.702853255,6.923186113,6.754039908,7.056200382,7.056090136,6.611919251,6.894586893
"PSMA3",8.342459866,8.128531251,8.323973541,8.170034009,8.070333117,8.516200336,8.34188095,8.887538548,8.933637289,8.730300045,8.887844211,8.761814437,8.113187625,9.241367765,8.329323359
"EMC7",9.061101868,8.916414008,9.068497272,8.960324517,9.167493929,9.014825262,9.336726754,9.439785975,9.292536588,9.502863908,9.435842889,9.210916505,9.285121564,9.571837022,9.065129187
"PSMA4",7.379202082,7.139418665,7.232931638,7.20758347,7.38406522,7.794853393,7.39222244,7.984643506,8.478991821,8.18182395,8.30834926,8.101259556,7.592754258,8.946453235,7.593656592
"PSMA5",9.201685906,9.014590219,9.169078705,9.193582886,9.348197746,8.996079032,9.427356459,9.697178586,9.901066193,9.850271503,9.689634568,9.610867504,9.486582049,9.719199566,9.358780565
"PSMA6",6.831628188,6.731599152,6.833840564,7.005544066,7.243269484,6.956442948,7.164605888,7.853682798,7.911427766,7.748000191,8.132265189,7.261671054,7.270662869,9.534559757,7.365800278
"CDC42SE1",10.42241731,10.48634298,10.52060353,10.4264338,10.66437144,10.6690378,10.57644338,10.5049411,10.11483244,10.41230768,10.3147358,10.09904007,10.90214147,10.35378216,10.28540618
"UGGT1",6.564269817,6.451326755,6.785934149,6.536663083,6.369566207,6.441938652,6.401902824,6.534580855,6.737292181,6.502591999,6.205549006,6.705852804,6.023046179,6.4050409,6.261805053
"KCMF1",10.08527388,10.01653617,10.10732791,10.13126023,10.3178909,10.16130802,10.31435866,10.47142372,10.51722495,10.50892421,10.49271937,10.25819976,10.5090658,10.51008287,10.41902717
"PSMA7",9.337654931,9.441693392,9.323710562,9.599522993,9.485395602,9.592080629,9.669068205,9.895042452,9.692018859,9.885373298,9.726263558,9.46883964,9.500813641,10.30836001,9.603837367
"TCIM",3.315444171,3.299208546,3.259230046,3.34175657,3.321421431,3.514697413,3.304977005,3.353347995,3.237931403,3.370773335,3.284462037,3.312860654,3.31699939,3.366908448,3.157969129
"AGPAT3",6.31238922,6.385278655,6.464062831,6.358659628,6.267954334,6.401772024,6.603237574,6.868824112,6.82928856,7.183873341,6.863204719,6.857062038,6.588611723,6.515502715,6.311582198
"AGPAT4",6.314361641,6.030526175,6.07108717,5.694670685,5.974414104,5.60946725,6.064333657,6.133223984,5.92705319,5.836976246,5.782736653,6.145517327,6.05039436,5.80921092,6.148691776
"BDH2",7.18495981,7.302545968,7.06695895,7.368422416,7.436550091,6.98574597,7.148492872,6.810276021,6.683654311,6.440464906,6.485057842,6.864617768,7.411988561,7.485021238,6.789649473
"PSMB1",10.25425153,10.24305055,10.22713831,10.42997607,10.38128898,10.30409281,10.53480045,10.80748315,10.73118938,10.58806198,10.61609722,10.48083707,10.50510058,11.21574756,10.4475656
"NDUFA4L2",5.504053048,5.396111698,5.425269126,5.299337254,5.44519748,5.451012139,5.439583088,5.291309644,5.613187542,5.4485532,5.326776969,5.932681673,5.760307242,5.140340732,5.80555225
"PNO1",6.849871902,6.980830288,7.128823689,7.088390008,7.215000746,7.08221178,7.286486166,7.299467607,7.396803559,7.403526511,7.468786044,7.261160255,7.362940752,7.591016961,6.991530435
"PAPOLB",3.795356476,3.819720593,3.773005719,3.751854222,3.783624888,3.84094832,3.935630982,3.733032541,3.647859035,3.869927092,3.702967461,3.820666852,3.76422891,3.750928528,3.771704795
"SH3GLB2",8.063190945,8.137132584,8.12474748,8.323048924,8.359863176,8.273186723,8.437570238,8.101929627,7.759866364,8.190442453,7.859024042,7.833444616,7.613791887,7.367488648,8.009733293
"PSMB2",10.25638502,10.11638027,10.39088431,10.41604324,10.4810482,10.33334673,10.49056882,10.51358614,10.69333168,10.82657751,10.66479599,10.79558683,10.74531768,10.6431137,10.50237146
"STARD7",9.86706057,9.827644187,9.735769332,9.856559471,9.882555177,9.869103517,9.998197962,9.989938407,9.800734336,10.00799456,10.14554055,9.771954382,10.00435128,10.19745948,9.801960535
"IFT46",6.681110699,6.524766113,6.521283198,6.373430353,6.524806687,6.624300592,6.325832977,6.239221611,6.375515856,6.526367963,6.406871286,6.78645622,6.784005687,6.362974396,6.995489533
"C1GALT1",5.126042771,5.337122208,5.251710523,5.311019467,5.30229282,5.363223779,5.326607804,5.978178793,6.583654182,6.472242945,6.906299322,6.1151047,5.985199617,6.571298774,5.748811403
"EXOSC5",8.434142587,8.50949976,8.256219195,8.357176306,8.333855297,8.366340913,8.516341982,8.244993026,8.052928277,8.519201547,8.146484977,8.465210393,8.381433727,8.451101666,8.265847037
"PSMB3",11.60275023,11.66566022,11.69812251,11.65438662,11.85012527,11.76330997,12.02309427,12.43630949,12.5365085,12.30811715,12.20433297,12.07621954,11.82333192,12.25317533,11.65528858
"SEMA3G",4.686596815,4.641316646,4.627598218,4.518097254,4.48241774,4.569938405,4.40469207,4.396911859,4.595152014,4.457883115,4.525845182,4.485282704,5.023147858,4.458818873,4.621437686
"MCCC1",8.073515487,7.98271833,8.074618152,7.949370059,8.240326163,8.107036447,8.158551646,8.018953624,7.721489682,7.927019718,7.767084352,7.889724347,8.035597287,8.160238247,8.045963133
"PAK6",4.957788597,5.16247524,4.666461313,4.686489426,4.903167477,4.709971468,4.925179818,4.637455583,4.654946014,4.774665521,4.666803157,4.59941693,4.955130342,4.516980546,5.127557916
"LXN",6.625192777,6.355628759,6.231648135,6.31309966,6.299607614,6.077251274,6.168517589,6.415946191,6.713955075,6.096042975,6.098834243,6.342470226,6.006559216,7.016891428,6.319360879
"NCLN",7.8495067,7.836732033,7.927012092,7.888342402,7.949182534,8.00108246,8.048076822,7.870063604,7.758175053,7.679654085,7.60957441,7.846831832,7.803586885,7.477615162,7.831504241
"SPPL2B",6.562260955,6.56094152,6.59886704,6.704858874,6.448355499,6.833977029,6.619149503,6.288423889,6.077948278,6.378455347,6.264891929,6.701044983,6.387780603,6.319819074,6.650251027
"FEM1C",6.366564204,6.337000381,6.430128513,6.697620559,6.69368048,6.49911251,6.815508727,7.475940039,7.803132492,7.39641814,7.749248699,6.907636313,7.108980487,7.554742645,6.709630043
"PSMB4",11.26670562,11.35013002,11.3035286,11.51450415,11.3950136,11.3547038,11.55779522,11.6901221,11.64809807,11.56941569,11.56691806,11.40234544,11.2135025,11.77408664,11.15613279
"CA10",3.769938603,3.676015669,3.690767082,3.99120483,3.858628341,3.84175841,3.859841279,3.831589781,3.765844736,4.044028823,3.691341082,4.039903857,3.928050749,3.626423365,3.728585433
"PMEPA1",5.533578772,5.449870516,5.647468613,5.737247711,5.646454894,5.601777377,5.395800929,5.445348029,5.404326242,5.398646058,5.204580737,5.170062169,5.221616854,5.089951681,5.500457403
"BMAL2",3.950871779,4.084195909,3.701616355,3.99089888,3.846001565,4.005674706,3.922733621,3.833663682,4.034317347,4.108458505,4.355806605,3.904292736,3.990414762,3.940850575,4.034788485
"PSMB5",8.348808078,8.241846684,8.379673505,8.53092817,8.371019018,8.356391536,8.35564546,8.484431574,8.614092253,8.649740951,8.487930936,8.577332572,8.687391175,8.648118287,8.577848871
"DUSP22",9.86383697,9.819824319,9.886437096,9.983461075,9.978020706,9.938162752,9.979681036,10.0256445,9.868244854,10.01008465,9.876577779,9.887186478,9.816958078,10.04662041,9.768452372
"CMC2",7.32902883,7.029121676,7.194631989,7.21369304,7.522213597,7.529149848,7.344070392,7.488265481,7.655137809,7.609234253,7.544799293,7.580921424,7.612045522,8.102745073,7.395931265
"ENY2",7.343808584,7.535781219,7.278907278,7.269042486,7.465205954,7.900386919,7.523599269,7.741388909,7.451552535,7.932216095,7.594024119,7.472864624,7.517987525,8.077558771,7.517451856
"MRPS22",6.684404012,6.655608197,6.646907471,6.767959322,6.681794526,7.023669199,6.758835766,6.609317242,6.821545403,6.68122024,6.705548325,6.632567641,6.564414415,7.480684588,6.837275577
"EMSY",5.519795074,5.207166884,5.302957984,4.973164255,5.350086773,5.330792846,5.033433035,5.212556634,5.293015469,5.064935,4.824474363,4.825752747,4.900923474,5.160360551,5.046101625
"MFF",7.753757604,7.970301481,8.059908917,8.066191606,8.216386772,8.204338176,8.187829142,8.379248915,8.138406395,8.330857244,8.290626637,7.8974633,7.974434036,8.566929756,7.821520486
"XAB2",6.343249703,6.147556176,6.004908383,6.210362569,6.447424611,5.918726293,6.178142157,5.662480285,5.202465114,5.751058979,5.319965203,5.923540648,5.325806648,5.604808419,5.393731926
"PSMB6",8.818589281,8.853948002,8.990960129,9.105831905,9.116682825,8.978162608,9.149946006,9.316620671,9.238908107,9.36208633,9.181291658,9.206951586,9.372123214,9.585902486,9.003651275
"SMYD2",8.338623046,8.436166733,8.41558529,8.55013308,8.369935415,8.512149639,8.236470116,8.282516544,8.245618051,8.328112145,8.286802537,8.113783804,8.041113934,8.640209095,8.218526454
"NT5M",6.86737447,6.889902031,6.735783831,6.940205006,6.767407923,6.636181598,6.814020875,6.674446414,7.028181579,6.668191513,6.527731613,6.56293166,6.904370162,6.534739449,6.888360158
"NIT2",7.57772877,7.728453885,7.476484749,7.75194654,7.619112731,7.793096783,7.574323342,7.455906246,7.205443604,7.374799295,7.173953271,7.408760223,7.664240551,7.957931647,7.573486559
"MEPE",5.807956309,5.756125151,5.88693364,5.670646061,5.771503531,5.940741163,5.754955154,5.797233062,6.005399249,5.73778842,5.888276006,5.858365785,6.014123783,5.919918254,6.000667913
"OTUD7B",4.498395445,4.290183222,4.614826504,4.59057843,4.410258917,4.243546196,4.603490624,4.243083121,4.67313329,4.614914778,4.485447995,4.654367673,4.737768578,4.296698188,4.593497088
"PSMB7",9.146594755,9.090532233,9.174619343,9.324403333,9.41668053,9.159326494,9.522791079,9.673494629,9.808208575,9.711093752,9.626612523,9.597013879,9.615417414,10.02868622,9.612493233
"PARP6",9.084787026,9.215533286,8.904747159,9.25526801,9.011346769,9.198520429,9.004557055,8.902291716,8.986549184,8.805880073,8.894048131,9.110976306,9.206656626,9.197273925,9.242877853
"PSMB8",10.4302366,10.51276374,10.54528998,10.59816364,10.50946207,10.59255979,10.8997397,11.4516148,11.5828657,11.65067024,11.52950486,11.11206611,10.68081715,11.28803556,10.60883848
"PRDM9",4.36727875,4.372422881,4.475595987,4.608213687,4.442098707,4.50695824,4.534427753,4.246272352,4.442797359,4.290273283,4.515216275,4.566848741,4.786995826,4.232842301,4.475708429
"PYY",5.905754383,5.981950916,5.902167047,6.147207415,5.856378053,5.79257712,5.860796512,5.653423645,6.08974917,5.642913854,5.596786939,5.916931984,6.392562711,5.679817228,6.380188699
"POGLUT1",8.29353676,8.169384697,8.265934879,8.297661309,8.363852162,8.36917103,8.292761419,8.192179731,8.077776382,8.205822582,8.049112044,8.087704197,8.465772547,8.576349278,8.090416204
"PSMG2",10.51741986,10.35045606,10.46004011,10.48722292,10.62106199,10.45934426,10.74812216,10.66349863,10.72448137,10.64279464,10.63545151,10.50454246,10.70666112,10.80772951,10.52746836
"ADPRM",6.179187819,6.053447808,6.260002566,5.998946852,6.067122421,6.392583158,6.254992043,6.416426985,6.554603517,6.491771657,6.45950313,6.064179304,5.957515425,7.201458526,6.237736095
"DTWD1",4.349288444,4.704093808,4.630986964,4.673430187,4.81055431,4.872048265,4.896942848,5.089947918,4.650925614,5.045153175,4.993234713,4.799330376,4.746134306,5.228030125,4.725479666
"PSMB9",11.7710067,11.84007473,11.87601326,11.92119627,11.99912227,12.03285645,12.25585237,12.87706799,12.99709711,12.95898636,12.87884136,12.69438983,12.3503128,12.58717711,12.15235289
"KIF15",3.886773157,3.821547908,3.832832111,3.835444659,3.801465939,3.803002075,3.706452179,3.926770845,3.728423304,3.73399131,3.883092919,3.86924048,4.006513619,3.787923049,3.931045988
"TOMM22",7.752952707,7.767903963,7.941176646,7.752948052,7.667484236,7.789298576,7.987040281,8.171028816,7.794633914,7.962858163,7.824629616,7.784446459,7.552061582,8.160694345,7.737640922
"CHPT1",9.676606502,9.480262445,9.588948866,9.71585728,9.871697929,9.531604111,9.966151476,9.93817274,9.733102371,9.903789268,9.971063876,9.693506903,10.46605459,10.21848113,10.61944874
"TULP4",7.162369696,7.042243655,7.078292111,7.166588681,7.227996882,7.192329462,6.877659563,6.587163648,6.260129861,6.66210968,6.623535326,6.787633899,6.566192103,6.895791058,6.649925281
"COQ8A",9.737923276,9.742328126,9.609337453,9.661389801,9.715773165,9.655381777,9.547404853,9.190251454,8.973012242,8.861498737,8.745431925,9.056046874,9.134162612,8.973338237,9.096881831
"CTNNBIP1",8.465040566,8.393108923,8.412097418,8.406268351,8.379837868,8.331503457,8.550970304,8.140787382,8.161527642,8.037793406,8.089970183,8.279782875,8.479905798,8.212426527,8.516372687
"PSMB10",10.79961047,10.71882656,10.91252397,10.87087976,10.94330837,10.89941323,11.22719873,11.58136286,11.70297699,11.68767454,11.57283871,11.47064309,10.85172066,11.38363641,10.75299953
"ACRV1",5.69980864,5.74026431,5.688625947,5.625033656,5.528556698,5.649888933,5.653501168,5.530869888,5.618183536,5.553479811,5.660581264,5.677951309,5.614741362,5.555490778,5.778651748
"SDHAF3",4.645263419,4.715597533,4.393596529,4.777722385,4.807210014,4.627156727,4.393397909,4.943549188,4.828586602,4.8517385,4.928991576,4.310367034,4.981943484,5.137460189,4.795972598
"CCDC47",7.368566751,7.246931826,7.17061864,7.259155908,7.447927513,7.258350908,7.404417416,7.429862612,7.240392656,7.158929498,7.467533272,7.047224813,7.176641532,7.820531062,7.166817662
"ACKR3",6.01348876,6.015448543,5.997558474,5.954017623,6.126108347,6.019241088,6.020467799,6.008406017,5.545257643,5.645769286,5.824266459,5.118796027,5.795412321,6.156011058,5.75731636
"AKR1B10",4.254102563,4.643002235,4.366484335,4.214012813,4.060497982,3.800461403,4.332873619,4.0329159,4.468128964,4.301912867,4.141693793,4.399544046,4.345588502,3.839575041,4.385586941
"COQ9",8.344011338,8.420190676,8.456555725,8.44671697,8.623249497,8.429629563,8.482626784,8.355468666,8.266805164,8.402936861,8.330297799,8.3429705,8.6923332,8.615121314,8.813417995
"CCNL1",9.672728484,9.887100675,9.611126143,9.678469896,9.588854719,9.921584055,9.608672785,9.731838403,9.6220974,9.507143645,9.647779797,9.588510642,9.228066211,9.722256455,9.452802395
"CIAPIN1",7.52186914,7.46203352,7.560117135,7.44254897,7.71850463,7.43323937,7.752850106,7.670602735,7.422996265,7.561881589,7.495779515,7.481865528,7.727946964,7.827789558,7.553225429
"PSMC2",9.725946683,9.797993395,9.689731005,9.77679022,9.861656366,9.977583302,9.705006421,9.755434983,9.901594626,9.8506953,9.934864093,9.943014409,10.04057579,10.86445182,10.03705101
"VPS35L",8.302204481,8.284944861,8.420016042,8.439308753,8.630889915,8.394757297,8.341560983,8.207397035,8.169019515,8.450422246,8.312881793,8.532241123,8.612358188,8.322872876,8.346693988
"PSMC3",8.432625659,8.595506258,8.56424668,8.71117873,8.445596823,8.424348588,8.726149501,8.781595817,8.581750735,8.872952333,8.759856978,8.906409237,8.172542462,8.856647363,8.456425081
"SLC17A7",6.460190483,6.446415586,6.303048458,6.459555184,6.370940118,6.329141225,6.392990241,6.281347323,6.423552596,6.266338451,6.265234973,6.482223444,6.777230027,6.145924707,6.689462783
"RSRP1",11.12760072,11.26770485,11.13651749,11.00990516,10.90732956,11.39001145,10.7550237,10.99655388,11.05573858,11.02575608,10.94728429,10.90037528,10.28262765,10.96311915,10.82987847
"ANKMY2",7.398232713,7.577272004,7.640013117,7.414865535,7.808125361,7.655115843,7.501202557,7.357598808,7.428522837,7.422077946,7.592760622,7.344413687,7.560653055,8.134867825,7.463366845
"TWSG1",4.223419289,4.32393858,4.459083821,4.699702914,4.27833076,4.230744799,4.22767053,4.449782217,4.602158518,4.568321677,4.338015612,4.355536684,4.619153798,4.737843867,4.183280857
"PSMC4",9.221944043,9.200139794,9.171339697,9.260038986,9.229650248,9.134852668,9.11808119,9.144081557,9.076278482,9.140417332,9.020631045,9.20437717,9.164450056,9.104228521,9.01340085
"UTP3",8.645191525,8.439962301,8.681717242,8.646488789,8.390505201,8.506633418,8.530715496,8.603324123,8.731945356,8.660806666,8.62605302,8.727891805,8.514627036,8.882173429,8.540799582
"CHRNA10",5.5813431,5.759700865,6.152788724,5.965358991,5.941553802,5.685420923,5.649868254,5.842169686,6.202890317,5.669740583,5.773606957,6.001880682,5.690900204,5.535346882,6.083981192
"PSMC5",10.08634031,10.16873444,10.17453672,10.34132986,10.11688881,10.03857764,10.1166619,10.00759667,9.904277378,10.03967262,9.994645393,10.10489843,9.912144636,10.08044421,9.959289153
"PCBP4",6.863517909,6.738931695,6.728628586,7.038481959,6.883392486,6.772449339,6.643046253,6.665977248,6.566629989,6.400987181,6.566071968,6.713451622,6.856615936,6.510171555,7.115710769
"DDX24",9.438606022,9.686153398,9.692178624,9.487695729,9.597105529,9.474152881,9.459326938,9.267722374,9.099352949,9.256254837,9.35973569,9.297673215,9.256532407,9.266180177,8.999139467
"PSMC6",6.935007621,7.199453355,6.98192015,7.08100196,7.206953427,7.485917509,6.954947344,7.464283537,7.139384069,6.773901862,7.200261314,6.45511961,6.563541908,8.471253254,6.664745723
"PSMD1",9.104886102,9.071314651,9.040414896,9.025948138,9.222920932,9.059907335,9.202200286,9.074639554,8.95865213,9.136881916,8.885770168,9.067649414,9.221500254,9.090786199,9.000905806
"SLC17A6",3.733939854,3.487428721,3.472748881,3.615076904,3.507519643,3.917941687,3.652485619,3.782992819,3.732276569,3.441186853,3.541844171,3.559435459,3.673376724,3.582811553,3.587997421
"PSMD2",9.694741977,9.799815202,9.611949081,9.776552501,9.678404001,9.659437891,9.694804944,9.592348979,9.487404615,9.628381947,9.609539466,9.779039476,9.643996289,9.565108372,9.448828025
